Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Longtitude,Regionname,Propertycount
3,h,783000,1,260,12.4,3060,2,1,603,115,1940,23,144.9678,Eastern,5070
4,h,635000,1,28,12.4,3060,2,2,567,116,1950,23,144.9703,Eastern,5070
2,h,619000,1,196,12.4,3060,1,2,640,114,1970,23,144.9638,Eastern,5070
3,r,460000,3,70,12.4,3060,1,1,314,112,1970,23,144.9733,Eastern,5070
3,h,751000,1,221,12.4,3060,6,2,592,103,1960,23,144.9719,Eastern,5070
3,h,609000,1,196,12.4,3060,1,4,528,120,1965,23,144.9779,Eastern,5070
4,h,752500,3,260,12.4,3060,1,2,0,135,1950,23,144.9682,Eastern,5070
3,h,650000,3,28,12.4,3060,1,3,602,97,1950,23,144.9737,Eastern,5070
4,h,750000,1,28,12.4,3060,2,1,613,219,1970,23,144.9666,Eastern,5070
3,h,527000,1,257,12.4,3060,1,1,609,103,1960,23,144.9644,Eastern,5070
3,h,515000,0,260,12.4,3060,1,1,599,107,1960,23,144.9666,Eastern,5070
3,h,617000,3,260,12.4,3060,1,1,540,114,1960,23,144.962,Eastern,5070
4,p,540000,1,260,12.4,3060,2,3,209,120,1960,23,144.968,Eastern,5070
3,h,631000,1,260,12.4,3060,2,2,297,133,2012,23,144.9686,Eastern,5070
3,h,640000,3,257,12.4,3060,1,4,533,135,1965,23,144.9778,Eastern,5070
2,h,575000,1,221,12.4,3060,1,2,621,109,1960,23,144.9666,Eastern,5070
4,h,562000,1,221,12.4,3060,2,2,374,136,2005,23,144.9671,Eastern,5070
3,h,620000,1,221,12.4,3060,1,2,604,190,1970,23,144.9686,Eastern,5070
3,h,652500,0,260,12.4,3060,1,1,592,113,1960,23,144.9674,Eastern,5070
4,h,1010000,1,221,12.4,3060,2,2,607,338,2015,23,144.9663,Eastern,5070
3,r,492000,1,196,12.4,3060,1,1,208,107,2011,23,144.9695,Eastern,5070
3,p,422500,1,196,12.4,3060,2,1,195,91,2000,23,144.9688,Eastern,5070
3,h,1865000,1,106,7.5,3123,2,2,431,120,1950,2,145.0496,Eastern,6482
5,h,1700000,1,135,7.5,3123,3,2,431,203,1920,2,145.0536,Eastern,6482
3,h,1450000,0,260,7.5,3123,2,2,466,176,1915,2,145.0475,Eastern,6482
3,r,1110000,1,106,7.5,3123,2,2,94,169,2005,2,145.0525,Eastern,6482
4,h,3100000,1,111,7.5,3123,2,2,640,232,1907,2,145.0498,Eastern,6482
2,p,555000,0,161,7.5,3123,1,1,0,69,1970,2,145.0448,Eastern,6482
3,h,1700000,4,106,7.5,3123,2,1,646,228,1980,2,145.0469,Eastern,6482
2,h,1585000,1,106,7.5,3123,1,2,390,102,1935,2,145.0486,Eastern,6482
3,p,935000,0,161,7.5,3123,2,1,144,107,1975,2,145.0497,Eastern,6482
2,p,460000,4,73,7.5,3123,1,1,0,55,1967,2,145.0565,Eastern,6482
4,h,2800000,1,106,7.5,3123,1,2,764,171,1940,2,145.0486,Eastern,6482
2,p,573000,1,111,7.5,3123,1,1,0,60,1970,2,145.047,Eastern,6482
2,p,680000,4,260,7.5,3123,1,1,0,110,1945,2,145.0575,Eastern,6482
5,h,2250000,0,192,7.5,3123,2,2,452,319,1902,2,145.0494,Eastern,6482
4,h,2381000,1,135,7.5,3123,2,2,457,166,1900,2,145.0461,Eastern,6482
4,r,1738000,1,106,7.5,3123,3,2,324,241,2002,2,145.0503,Eastern,6482
3,p,735000,1,161,7.5,3123,1,1,0,95,1970,2,145.0505,Eastern,6482
3,h,1420000,0,135,7.5,3123,1,2,362,130,1910,2,145.0504,Eastern,6482
2,p,400000,4,161,7.5,3123,1,1,0,60,1965,2,145.0548,Eastern,6482
2,h,1335000,1,73,7.5,3123,1,0,229,70,1900,2,145.0484,Eastern,6482
3,h,1825000,1,106,7.5,3123,2,2,431,120,1950,2,145.0496,Eastern,6482
2,p,840000,1,106,7.5,3123,1,1,150,99,1969,2,145.0496,Eastern,6482
5,h,3500000,4,106,7.5,3123,2,2,1250,360,2000,2,145.0524,Eastern,6482
2,p,444000,1,117,7.5,3123,1,1,0,68,1970,2,145.0527,Eastern,6482
3,h,1320000,4,106,7.5,3123,2,1,213,162,1890,2,145.0542,Eastern,6482
3,h,1890000,0,135,7.5,3123,1,2,477,173,1880,2,145.0514,Eastern,6482
4,h,2450000,1,135,7.5,3123,2,1,697,172,1905,2,145.0498,Eastern,6482
3,r,1590000,1,106,7.5,3123,2,2,289,181,2010,2,145.0525,Eastern,6482
4,h,2450000,4,106,7.5,3123,3,2,523,316,1955,2,145.0503,Eastern,6482
2,p,706000,1,260,7.5,3123,1,1,172,90,1960,2,145.0536,Eastern,6482
5,h,2500000,4,192,7.5,3123,3,3,757,240,1925,2,145.0548,Eastern,6482
4,h,2350000,1,135,7.5,3123,2,2,556,220,1900,2,145.0516,Eastern,6482
2,h,1385000,1,135,7.5,3123,1,2,326,113,1940,2,145.0455,Eastern,6482
2,p,655250,3,135,7.5,3123,1,1,1153,69,1970,2,145.0528,Eastern,6482
6,h,1666000,1,161,7.5,3123,2,0,350,198,1900,2,145.0556,Eastern,6482
1,p,430000,1,106,7.5,3123,1,1,2276,58,1950,2,145.0547,Eastern,6482
2,p,505000,1,85,7.5,3123,1,1,0,78,1965,2,145.0459,Eastern,6482
3,h,1650000,1,135,7.5,3123,1,1,354,115,1900,2,145.0551,Eastern,6482
1,p,371000,0,164,7.5,3123,1,0,917,44,1970,2,145.0545,Eastern,6482
3,h,1625000,3,135,7.5,3123,2,1,255,115,1890,2,145.0493,Eastern,6482
3,h,975000,4,73,7.5,3123,1,1,211,120,1990,2,145.0489,Eastern,6482
2,p,546500,1,146,10.6,3084,1,1,132,69,1972,0,145.0687,Eastern,2890
3,h,1220000,1,146,10.6,3084,1,1,858,136,1960,0,145.0643,Eastern,2890
3,r,550000,0,260,10.6,3084,1,2,235,123,1990,0,145.0696,Eastern,2890
2,r,705000,1,146,10.6,3084,1,1,182,110,1973,0,145.0657,Eastern,2890
2,h,490000,0,188,10.6,3084,1,1,187,89,1980,0,145.0698,Eastern,2890
3,h,1110000,1,155,10.6,3084,1,2,600,190,1950,0,145.0722,Eastern,2890
2,p,540000,0,250,10.6,3084,1,2,153,97,1972,0,145.0695,Eastern,2890
3,h,750000,4,155,10.6,3084,1,2,577,140,1955,0,145.0703,Eastern,2890
5,h,1401000,1,155,10.6,3084,2,2,580,222,1940,0,145.0577,Eastern,2890
3,h,1195000,1,146,10.6,3084,1,1,662,159,1950,0,145.062,Eastern,2890
2,r,690000,3,146,10.6,3084,1,1,110,88,2010,0,145.07,Eastern,2890
3,h,1375000,1,146,10.6,3084,1,1,639,115,1965,0,145.0605,Eastern,2890
3,h,1400000,1,146,10.6,3084,1,1,827,109,1952,0,145.0625,Eastern,2890
2,p,475000,1,221,10.6,3084,1,2,247,68,1974,0,145.069,Eastern,2890
3,h,1030000,1,146,10.6,3084,3,2,649,357,2017,0,145.0822,Eastern,2890
3,h,1125000,4,196,10.6,3084,1,2,0,125,1950,0,145.0718,Eastern,2890
5,h,3850000,3,146,9,3079,4,2,2064,405,1951,0,145.0605,Eastern,1554
3,h,1605000,1,146,9,3079,1,1,624,117,1950,0,145.0506,Eastern,1554
2,p,470000,4,155,9,3079,1,1,1473,65,1960,0,145.0499,Eastern,1554
4,h,1740000,1,146,9,3079,3,3,948,249,1960,0,145.063,Eastern,1554
4,h,1660000,1,73,9,3079,2,2,830,315,1950,0,145.0673,Eastern,1554
4,h,2200000,1,146,9,3079,2,2,1004,247,1935,0,145.0665,Eastern,1554
4,h,1875000,0,155,9,3079,3,2,583,318,1975,0,145.0582,Eastern,1554
5,h,1797000,1,260,9,3079,3,3,826,250,1955,0,145.0654,Eastern,1554
3,r,1050000,4,155,9,3079,2,1,180,165,2012,0,145.0538,Eastern,1554
3,h,551000,1,257,14.5,3047,1,0,610,121,1955,11,144.9092,Eastern,851
3,h,350000,0,16,14.5,3047,1,2,600,110,1950,11,144.9086,Eastern,851
3,h,425000,1,16,14.5,3047,1,2,650,90,1975,11,144.9084,Eastern,851
3,h,600000,1,255,14.5,3047,1,2,647,173,1960,11,144.9121,Eastern,851
3,h,460000,0,70,14.5,3047,1,1,601,92,1960,11,144.9109,Eastern,851
3,h,611000,1,16,14.5,3047,1,3,624,93,1966,11,144.913,Eastern,851
3,h,495000,1,257,14.5,3047,1,2,598,92,1965,11,144.9112,Eastern,851
2,h,472500,1,257,14.5,3047,1,2,729,88,1960,11,144.9136,Eastern,851
3,p,480000,0,60,12.4,3083,2,1,218,110,2004,6,145.0374,Eastern,1414
3,h,980000,1,16,12.4,3083,1,1,907,165,1960,6,145.039,Eastern,1414
4,h,610000,1,196,12.4,3083,1,1,465,120,1970,6,145.03,Eastern,1414
3,h,607500,1,16,12.4,3083,2,1,468,153,1970,6,145.0306,Eastern,1414
2,h,677200,3,222,7.8,3012,2,1,180,179,2011,16,144.8763,Eastern,1808
3,h,1155000,1,104,7.8,3012,2,2,269,123,1915,16,144.8819,Eastern,1808
3,h,817000,1,239,7.8,3012,1,1,259,105,1940,16,144.8831,Eastern,1808
3,h,1035000,3,239,7.8,3012,2,2,275,145,1920,16,144.8801,Eastern,1808
2,h,677500,1,104,7.8,3012,1,1,224,89,1915,16,144.8841,Eastern,1808
3,h,760000,0,43,7.8,3012,1,1,350,114,1950,16,144.8805,Eastern,1808
2,h,730000,1,239,7.8,3012,2,0,84,130,1900,16,144.8846,Eastern,1808
2,p,440000,1,260,7.8,3012,1,1,117,74,2008,16,144.8775,Eastern,1808
2,h,685000,3,239,7.8,3012,1,1,220,219,1890,16,144.8782,Eastern,1808
1,p,210000,1,104,7.8,3012,1,1,0,36,1970,16,144.8786,Eastern,1808
3,h,1340000,1,104,7.8,3012,2,0,272,132,1915,16,144.8825,Eastern,1808
4,h,925000,1,222,7.8,3012,2,1,276,4,1948,16,144.8849,Eastern,1808
4,h,1275000,3,104,7.8,3012,2,1,274,172,1910,16,144.8825,Eastern,1808
3,h,925000,3,239,7.8,3012,1,1,275,100,1920,16,144.8802,Eastern,1808
4,h,1336000,1,104,7.8,3012,2,1,343,109,1920,16,144.8811,Eastern,1808
1,p,200000,4,85,7.8,3012,1,1,0,38,1960,16,144.8788,Eastern,1808
4,r,1100000,3,260,12.1,3163,3,2,286,160,1990,8,145.0696,Eastern,4442
3,r,1160000,1,260,12.1,3163,2,2,302,172,2000,8,145.0622,Eastern,4442
3,h,820000,0,255,12.1,3163,1,1,274,107,1925,8,145.075,Eastern,4442
2,p,740000,1,32,12.1,3163,1,1,161,89,1980,8,145.073,Eastern,4442
3,p,975000,1,255,12.1,3163,2,1,277,109,1975,8,145.0709,Eastern,4442
3,h,1060000,0,260,12.1,3163,1,2,595,130,1957,8,145.0684,Eastern,4442
2,p,680000,1,32,12.1,3163,1,2,275,94,1975,8,145.0725,Eastern,4442
3,h,1430000,0,255,12.1,3163,1,2,618,163,1960,8,145.0686,Eastern,4442
3,h,1370000,1,255,12.1,3163,2,2,834,168,1954,8,145.0736,Eastern,4442
2,p,605000,3,73,12.1,3163,2,2,5289,72,2013,8,145.0666,Eastern,4442
4,h,1610000,1,196,12.1,3163,2,2,660,167,1920,8,145.0681,Eastern,4442
1,p,256500,1,82,12.1,3163,1,1,0,37,1966,8,145.0733,Eastern,4442
5,h,1300000,0,32,12.1,3163,2,2,683,223,1960,8,145.0691,Eastern,4442
3,p,835000,3,137,12.1,3163,1,1,181,104,1975,8,145.0737,Eastern,4442
2,h,861500,1,260,12.1,3163,2,1,293,125,2004,8,145.0727,Eastern,4442
2,p,500000,4,19,12.1,3163,2,1,5289,70,2013,8,145.0666,Eastern,4442
4,h,1400000,4,260,12.1,3163,2,2,557,178,1955,8,145.074,Eastern,4442
2,p,603000,1,6,12.1,3163,1,1,102,92,1960,8,145.0679,Eastern,4442
3,h,1100000,4,260,12.1,3163,2,2,506,169,1950,8,145.0705,Eastern,4442
3,h,1090000,1,82,12.1,3163,2,2,553,138,1960,8,145.0668,Eastern,4442
4,h,1800000,0,196,12.1,3163,2,2,990,267,2003,8,145.0753,Eastern,4442
2,r,745500,1,32,12.1,3163,1,1,186,110,1980,8,145.0722,Eastern,4442
3,h,1401000,3,161,11.8,3204,2,2,650,150,1950,8,145.0359,Eastern,3578
4,h,2250000,0,135,11.8,3204,1,2,903,235,1985,8,145.0263,Eastern,3578
4,h,1715000,1,32,11.8,3204,2,2,705,226,1922,8,145.028,Eastern,3578
1,p,250000,4,196,11.8,3204,1,1,0,36,1960,8,145.0475,Eastern,3578
4,h,1920000,1,32,11.8,3204,1,1,805,808,1925,8,145.0354,Eastern,3578
4,h,1918000,1,32,11.8,3204,2,1,678,162,1920,8,145.0461,Eastern,3578
3,p,900000,1,260,11.8,3204,1,1,265,91,1990,8,145.04,Eastern,3578
3,h,1770000,1,260,11.8,3204,2,2,667,142,1950,8,145.0471,Eastern,3578
3,r,1250000,1,260,11.8,3204,2,2,326,188,2000,8,145.0285,Eastern,3578
3,p,822500,1,260,11.8,3204,2,3,0,93,1970,8,145.0477,Eastern,3578
2,h,810000,1,260,11.8,3204,1,1,210,90,1996,8,145.0428,Eastern,3578
3,h,1322000,1,260,11.8,3204,1,1,551,156,1940,8,145.0521,Eastern,3578
4,h,1845000,1,32,11.8,3204,3,1,718,189,1939,8,145.0509,Eastern,3578
3,h,1535000,1,135,11.8,3204,1,2,578,140,1935,8,145.0274,Eastern,3578
4,h,2005000,1,260,11.8,3204,2,2,691,193,1935,8,145.029,Eastern,3578
3,p,932000,1,255,11.8,3204,2,1,180,92,1997,8,145.041,Eastern,3578
4,h,1500000,4,196,11.8,3204,2,2,862,153,1970,8,145.0447,Eastern,3578
4,h,1390000,2,196,11.8,3204,2,2,666,158,1937,8,145.049,Eastern,3578
3,h,940000,0,32,11.8,3204,1,1,397,124,1940,8,145.0291,Eastern,3578
1,p,296000,3,227,11.8,3204,1,1,0,36,1970,8,145.0426,Eastern,3578
2,p,475000,1,82,11.8,3204,1,1,0,52,2011,8,145.042,Eastern,3578
3,p,820000,0,32,11.8,3204,2,1,238,127,1998,8,145.027,Eastern,3578
3,p,940000,0,32,11.8,3204,2,1,382,137,1998,8,145.0478,Eastern,3578
3,h,1470000,1,255,11.8,3204,2,2,0,163,1980,8,145.0439,Eastern,3578
2,p,430000,0,188,11.8,3204,1,1,0,69,1970,8,145.0452,Eastern,3578
1,p,362000,3,260,11.8,3204,1,1,0,44,2010,8,145.0414,Eastern,3578
2,p,410000,2,221,11.8,3204,1,1,0,65,1970,8,145.0452,Eastern,3578
2,h,1177000,1,227,11.8,3204,1,2,452,105,1930,8,145.0539,Eastern,3578
2,p,617500,1,23,11.8,3204,1,1,94,91,1970,8,145.0474,Eastern,3578
2,p,405000,4,21,11.8,3204,1,1,0,68,1970,8,145.0444,Eastern,3578
6,h,1020000,0,4,8.2,3012,3,2,554,199,1940,16,144.8681,Eastern,5058
2,h,912500,1,239,8.2,3012,1,1,444,98,1940,16,144.876,Eastern,5058
4,h,710000,0,222,8.2,3012,1,1,255,131,1920,16,144.8687,Eastern,5058
4,h,837000,1,222,8.2,3012,2,3,390,149,1950,16,144.8639,Eastern,5058
4,h,850000,1,222,8.2,3012,2,2,497,179,1980,16,144.8639,Eastern,5058
6,p,520000,3,222,8.2,3012,2,1,0,171,1970,16,144.8686,Eastern,5058
3,p,347000,3,104,8.2,3012,1,1,0,56,1965,16,144.8672,Eastern,5058
2,h,438000,1,260,8.2,3012,1,2,0,75,1970,16,144.8749,Eastern,5058
2,h,415000,1,222,8.2,3012,1,1,80,64,1980,16,144.8674,Eastern,5058
3,h,723000,1,239,8.2,3012,1,2,302,125,1938,16,144.8666,Eastern,5058
4,p,530000,3,222,8.2,3012,2,1,0,171,1970,16,144.8686,Eastern,5058
3,h,967000,1,104,8.2,3012,1,2,347,113,1925,16,144.8761,Eastern,5058
3,h,840000,1,28,8.2,3012,1,1,442,123,1950,16,144.8812,Eastern,5058
3,h,910000,1,23,8.2,3012,1,1,412,162,1980,16,144.881,Eastern,5058
3,h,820000,1,222,8.2,3012,1,3,440,131,1950,16,144.8732,Eastern,5058
3,h,756000,1,28,8.2,3012,1,1,353,360,1925,16,144.8733,Eastern,5058
3,r,620000,1,155,8.2,3012,1,2,255,148,2001,16,144.8679,Eastern,5058
3,h,875000,3,222,8.2,3012,2,3,336,94,1910,16,144.8794,Eastern,5058
4,h,830000,1,222,8.2,3012,1,2,426,144,1930,16,144.8793,Eastern,5058
2,p,545000,3,23,8.2,3012,1,1,154,2,2005,16,144.8647,Eastern,5058
3,h,913000,1,260,8.2,3012,1,3,448,96,1925,16,144.8821,Eastern,5058
2,h,850000,1,222,8.2,3012,1,2,462,101,1960,16,144.8653,Eastern,5058
2,h,770000,1,239,8.2,3012,1,1,267,95,1940,16,144.8629,Eastern,5058
2,h,495000,1,31,8.2,3012,1,2,161,700,1977,16,144.8714,Eastern,5058
3,h,1575000,1,222,8.2,3012,1,4,1000,85,1930,16,144.8639,Eastern,5058
1,p,288000,3,222,8.2,3012,1,1,628,44,1970,16,144.8794,Eastern,5058
3,h,1151500,3,222,8.2,3012,1,2,536,113,1925,16,144.8743,Eastern,5058
3,h,860000,1,23,8.2,3012,1,2,501,147,1960,16,144.868,Eastern,5058
3,h,805000,1,104,8.2,3012,1,3,372,96,1920,16,144.8728,Eastern,5058
2,h,450000,1,260,8.2,3012,1,1,0,90,1980,16,144.8762,Eastern,5058
2,p,420000,4,85,8.2,3012,1,1,781,82,2013,16,144.8684,Eastern,5058
3,h,878000,1,239,8.2,3012,1,1,397,127,1960,16,144.8682,Eastern,5058
2,h,765000,2,16,13.9,3020,1,2,672,111,1958,3,144.8121,Eastern,2185
3,h,730000,1,260,13.9,3020,2,3,628,140,1960,3,144.8121,Eastern,2185
2,h,730000,1,20,13.9,3020,1,0,697,94,1970,3,144.818,Eastern,2185
3,h,593000,3,222,13.9,3020,2,2,605,102,1965,3,144.8117,Eastern,2185
4,h,816000,1,20,13.9,3020,1,2,837,156,1930,3,144.8221,Eastern,2185
2,h,600000,3,16,13.9,3020,1,1,534,90,1950,3,144.8204,Eastern,2185
3,h,600000,4,222,13.9,3020,1,1,697,110,1928,3,144.8175,Eastern,2185
1,p,185000,1,260,13.9,3020,1,1,2347,43,1975,3,144.8272,Eastern,2185
2,r,319000,3,16,13.9,3020,1,1,0,78,1970,3,144.8252,Eastern,2185
3,p,560000,1,67,13.9,3020,2,7,420,150,1970,3,144.8231,Eastern,2185
3,h,840000,1,16,13.9,3020,1,0,697,153,1920,3,144.8228,Eastern,2185
2,h,507000,3,260,10.9,3012,1,2,191,87,2014,3,144.8392,Eastern,962
3,h,1160000,1,82,10.4,3163,1,2,553,137,1930,8,145.0456,Eastern,2403
3,h,1330000,1,255,10.4,3163,2,1,295,176,1930,8,145.0387,Eastern,2403
2,r,636500,1,82,10.4,3163,1,1,0,68,1970,8,145.0396,Eastern,2403
5,h,2575000,1,82,10.4,3163,3,2,688,347,1910,8,145.0381,Eastern,2403
2,r,710000,1,32,10.4,3163,1,1,0,78,1970,8,145.0396,Eastern,2403
2,p,640000,1,82,10.4,3163,1,1,1784,110,1970,8,145.0453,Eastern,2403
2,h,305000,0,196,14,3166,1,1,0,80,1960,20,145.0955,Eastern,3224
2,p,400000,0,255,14,3166,1,1,0,87,2004,20,145.0939,Eastern,3224
3,h,880000,0,16,14,3166,1,1,670,118,1925,20,145.1006,Eastern,3224
3,h,1045000,1,196,14,3166,1,2,602,107,1950,20,145.1013,Eastern,3224
3,p,690000,1,32,14,3166,1,2,340,103,1930,20,145.0983,Eastern,3224
3,h,1050000,3,32,14,3166,2,2,544,146,1970,20,145.1024,Eastern,3224
3,h,865000,3,32,14,3166,1,2,691,140,1950,20,145.0995,Eastern,3224
3,h,1033000,1,32,14,3166,1,2,548,115,1975,20,145.101,Eastern,3224
2,h,750000,0,255,14,3166,2,2,607,138,1950,20,145.0977,Eastern,3224
3,h,1025000,1,196,14,3166,1,2,543,139,1940,20,145.105,Eastern,3224
3,p,633500,1,255,14,3166,2,2,279,95,1930,20,145.1009,Eastern,3224
4,h,1180000,1,32,14,3166,1,2,604,183,1965,20,145.0886,Eastern,3224
3,h,1225000,1,32,14,3166,1,2,528,112,1930,20,145.088,Eastern,3224
5,h,1600000,0,196,14,3166,3,2,695,305,2015,20,145.0979,Eastern,3224
2,r,755000,1,46,7.4,3185,2,1,66,111,2005,25,144.9964,Eastern,821
2,p,520000,1,260,7.4,3185,1,1,0,74,1971,25,144.9974,Eastern,821
2,h,1000000,1,260,2.5,3121,1,2,176,114,1920,31,144.9923,Eastern,1123
1,p,425000,0,260,2.5,3121,1,1,0,52,2007,31,144.9904,Eastern,1123
3,h,1280000,1,23,2.5,3121,2,2,324,165,1880,31,144.9885,Eastern,1123
3,h,1475000,0,23,2.5,3121,2,2,324,165,1880,31,144.9885,Eastern,1123
2,h,1015000,1,23,2.5,3121,1,1,131,80,1890,31,144.9967,Eastern,1123
2,h,930000,1,260,2.5,3121,1,1,125,68,1900,31,144.992,Eastern,1123
3,h,1900000,4,106,2.5,3121,2,2,263,166,2016,31,144.9894,Eastern,1123
2,p,662500,1,106,2.5,3121,1,1,0,75,2015,31,144.9948,Eastern,1123
2,r,1010000,1,260,2.5,3121,1,1,151,151,1998,31,144.9914,Eastern,1123
3,h,1300000,1,23,2.5,3121,1,1,326,100,1890,31,144.9946,Eastern,1123
3,h,1300000,1,23,2.5,3121,2,2,138,108,2001,31,144.9891,Eastern,1123
4,h,930000,1,222,9.1,3015,1,3,669,143,1950,10,144.8736,Eastern,984
2,r,650000,3,85,9.1,3015,2,1,151,102,2011,10,144.8671,Eastern,984
3,h,985000,1,251,9.1,3015,1,5,669,124,1950,10,144.8736,Eastern,984
4,r,915000,3,222,9.1,3015,3,1,662,265,2016,10,144.8725,Eastern,984
3,p,508000,1,222,9.1,3015,1,2,144,92,1980,10,144.8675,Eastern,984
2,h,420000,3,104,9.1,3015,1,1,78,130,1980,10,144.8677,Eastern,984
2,p,506000,1,222,9.1,3015,1,1,126,83,1975,10,144.8693,Eastern,984
2,p,380000,4,165,9.1,3015,1,1,78,62,1960,10,144.8739,Eastern,984
2,r,611000,3,251,9.1,3015,1,1,228,100,2000,10,144.8713,Eastern,984
4,h,1260000,1,155,12.5,3041,2,2,697,277,2012,21,144.8995,Eastern,389
4,h,931999,1,155,12.5,3041,3,2,528,192,1966,21,144.8987,Eastern,389
3,h,1257000,1,106,5.3,3032,2,1,337,153,1930,21,144.9371,Eastern,1052
4,h,1562000,3,155,5.3,3032,2,1,621,192,1900,21,144.9346,Eastern,1052
4,h,1740000,4,155,5.3,3032,3,2,650,242,1925,21,144.935,Eastern,1052
2,p,315000,3,196,5.3,3032,1,1,0,51,2012,21,144.9383,Eastern,1052
5,h,1335000,1,82,9.3,3145,2,1,521,208,1915,8,145.0462,Eastern,608
5,h,1415000,1,85,12.7,3018,3,6,705,313,2005,10,144.8437,Eastern,852
3,h,720000,1,155,14.5,3042,1,1,696,132,1975,3,144.8586,Eastern,1119
2,r,380000,1,155,14.5,3042,1,1,161,100,2010,3,144.8621,Eastern,1119
3,p,501000,1,16,14.5,3042,1,1,255,132,1991,3,144.8533,Eastern,1119
3,h,722000,3,28,14.5,3042,1,1,695,141,1970,3,144.8579,Eastern,1119
4,r,746000,1,16,14.5,3042,3,1,308,174,1970,3,144.8602,Eastern,1119
3,p,455000,1,155,14.5,3042,1,1,166,136,1999,3,144.8582,Eastern,1119
4,r,600000,1,16,14.5,3042,2,1,231,146,2013,3,144.8584,Eastern,1119
3,h,575000,1,155,14.5,3042,1,1,338,107,1960,3,144.8545,Eastern,1119
3,h,566000,1,155,14.5,3042,2,2,554,129,1980,3,144.8598,Eastern,1119
3,h,1250000,0,160,9.8,3185,2,2,236,193,2004,8,145.0121,Eastern,534
2,p,393000,3,23,9.8,3185,1,1,0,65,1970,8,145.0093,Eastern,534
2,p,595000,1,23,9.8,3185,1,1,0,75,1960,8,145.0101,Eastern,534
4,h,2200000,1,260,9.8,3185,3,3,474,230,2010,8,145.0098,Eastern,534
4,h,1908000,1,155,3.7,3054,2,1,256,156,1890,31,144.9681,Eastern,1008
3,h,1300000,1,155,9.1,3040,3,2,240,240,2013,21,144.8916,Eastern,1543
2,h,470000,1,16,9.1,3040,1,1,70,72.3,1980,21,144.9043,Eastern,1543
4,h,1740000,0,155,9.1,3040,2,2,746,161,1950,21,144.8993,Eastern,1543
3,h,1700000,4,85,3.3,3206,1,1,178,116,1910,25,144.9495,Eastern,3280
1,p,1100000,0,155,3.3,3206,1,1,0,64,1888,25,144.9511,Eastern,3280
3,h,2150000,1,135,3.3,3206,1,1,163,85,1890,25,144.955,Eastern,3280
2,h,1190000,1,192,3.3,3206,1,0,111,70,1915,25,144.9489,Eastern,3280
3,h,916000,3,99,11.1,3025,1,2,606,109,1970,10,144.8594,Eastern,5132
3,h,910000,1,260,11.1,3025,1,3,535,132,1970,10,144.8399,Eastern,5132
2,p,480000,4,260,6.3,3143,1,1,0,66.23,1960,26,145.0223,Eastern,4836
2,p,852000,1,255,6.3,3143,1,1,869,74,1980,26,145.0224,Eastern,4836
1,p,405000,1,135,6.3,3143,1,0,0,48,1966,26,145.0115,Eastern,4836
5,h,2100000,1,155,5.9,3032,3,3,468,274,1925,21,144.9065,Eastern,6567
3,h,1435000,1,155,5.9,3032,1,1,450,155,1920,21,144.9148,Eastern,6567
2,h,1020000,0,155,5.9,3032,1,1,226,98,1920,21,144.9165,Eastern,6567
6,h,2250000,0,106,5.9,3032,3,2,1012,435,1887,21,144.9184,Eastern,6567
4,r,900000,3,4,5.9,3032,3,2,0,159,2011,21,144.9209,Eastern,6567
2,h,1495000,1,16,12.2,3147,1,2,803,95,1950,20,145.1064,Eastern,2894
2,p,822000,1,135,12.2,3147,1,1,78,59,1970,20,145.0981,Eastern,2894
3,p,890000,1,106,12.2,3147,2,2,235,130,2006,20,145.1083,Eastern,2894
3,p,765000,1,150,10.5,3034,2,1,292,150,2008,21,144.8561,Eastern,4502
4,h,1300000,3,155,10.5,3034,3,2,656,322,1990,21,144.8659,Eastern,4502
3,h,760000,3,150,10.5,3034,1,1,585,99,1960,21,144.8574,Eastern,4502
2,h,1900000,1,161,9.2,3104,1,2,667,130,1955,2,145.0842,Eastern,7809
3,p,700000,1,135,9.2,3104,1,1,350,120,1950,2,145.0739,Eastern,7809
4,h,1890000,1,106,9.2,3104,3,2,636,227,1960,2,145.0938,Eastern,7809
4,h,1725000,0,135,9.2,3104,3,2,627,213,1970,2,145.0945,Eastern,7809
3,h,894000,1,196,9.5,3081,2,3,601,101.51,1950,0,145.0393,Eastern,790
3,r,1375000,1,32,13,3204,3,2,338,194,2012,8,145.0418,Eastern,6795
2,p,725000,1,32,13,3204,1,1,0,115,2006,8,145.0498,Eastern,6795
4,h,1515000,1,32,13.9,3165,3,2,635,200,1950,8,145.0745,Eastern,10969
3,h,986000,1,32,13.9,3165,1,3,337,100,1950,8,145.0586,Eastern,10969
3,r,1225000,1,260,13.9,3165,2,2,372,180,2008,8,145.0694,Eastern,10969
3,h,810000,0,32,13.9,3165,1,1,294,105,1950,8,145.0803,Eastern,10969
2,p,535000,3,260,13.9,3165,1,1,1026,68.11,1970,8,145.0711,Eastern,10969
4,h,1292000,1,255,13.9,3165,1,2,587,161,1950,8,145.057,Eastern,10969
3,h,959000,1,196,13.9,3165,2,2,557,119,1960,8,145.068,Eastern,10969
2,p,780000,1,196,13.1,3128,1,1,171,80,2014,28,145.1384,Eastern,4605
3,h,1760000,1,161,13.1,3128,1,2,689,152,1920,28,145.1301,Eastern,4605
